survey_start_date,survey_end_date,chain_id,business_id,score,category,date,country_id,order_id,comment
00:00.0,00:00.0,41,8605,8,Passive,20:15.0,10,29872,good 
00:00.0,00:00.0,41,5882,9,Promoter,50:04.0,10,29972,good 
00:00.0,00:00.0,41,5448,9,Promoter,00:44.0,10,30678,Good 
00:00.0,00:00.0,41,7603,9,Promoter,45:09.0,10,30221,good 
00:00.0,00:00.0,41,6499,9,Promoter,43:29.0,10,32832,good 
00:00.0,00:00.0,41,5448,7,Passive,09:42.0,10,29879,it save time 
00:00.0,00:00.0,41,9271,9,Promoter,01:57.0,10,32961,good 
00:00.0,00:00.0,41,8608,9,Promoter,21:53.0,10,31639,good 
00:00.0,00:00.0,41,7971,10,Promoter,54:36.0,10,30413,nice 
00:00.0,00:00.0,41,8665,9,Promoter,58:20.0,10,33261,usefull
00:00.0,00:00.0,41,7603,9,Promoter,10:04.0,10,31647,good 
00:00.0,00:00.0,41,5882,9,Promoter,18:43.0,10,31443,it can save time 
00:00.0,00:00.0,41,5882,9,Promoter,53:38.0,10,31925,good 
00:00.0,00:00.0,41,6499,9,Promoter,13:46.0,10,32062,products that are out of stock
00:00.0,00:00.0,41,5882,9,Promoter,35:46.0,10,32573,showing the out of stock product 
00:00.0,00:00.0,41,6499,9,Promoter,16:07.0,10,34765,out of stock products must be showing 
00:00.0,00:00.0,41,8605,9,Promoter,47:06.0,10,32261,good 
00:00.0,00:00.0,41,8608,9,Promoter,03:28.0,10,32262,save time
00:00.0,00:00.0,41,8515,9,Promoter,33:44.0,10,32393,good 
00:00.0,00:00.0,41,5448,9,Promoter,06:43.0,10,33888,Good 
00:00.0,00:00.0,41,8551,9,Promoter,44:19.0,10,36810,it saves time 
00:00.0,00:00.0,41,6499,9,Promoter,19:39.0,10,33257,Good 
00:00.0,00:00.0,41,8665,9,Promoter,00:27.0,10,36812,nothing much 
00:00.0,00:00.0,41,9725,5,Detractor,17:59.0,10,37770,system is too slow
00:00.0,00:00.0,41,8165,9,Promoter,49:11.0,10,33272,useful 
00:00.0,00:00.0,41,7603,9,Promoter,53:40.0,10,36969,pricing is high
00:00.0,00:00.0,41,7971,9,Promoter,22:17.0,10,32830,good 
00:00.0,00:00.0,41,6499,9,Promoter,48:36.0,10,34222,useful 
00:00.0,00:00.0,41,7971,9,Promoter,59:00.0,10,33612,useful 
00:00.0,00:00.0,41,8605,9,Promoter,09:03.0,10,33379,good 
00:00.0,00:00.0,41,9725,10,Promoter,24:10.0,10,39280,Easy 
00:00.0,00:00.0,41,8605,8,Passive,47:20.0,10,34924,nothing.it is useful 
00:00.0,00:00.0,41,9725,9,Promoter,10:58.0,10,38736,It save time 
00:00.0,00:00.0,41,7603,9,Promoter,01:01.0,10,34623,nothing much 
00:00.0,00:00.0,41,8515,9,Promoter,51:57.0,10,41705,excellent 
00:00.0,00:00.0,41,9269,9,Promoter,58:17.0,10,34616,out off stock must be invisible 
00:00.0,00:00.0,41,7971,9,Promoter,24:57.0,10,34619,it usefully 
00:00.0,00:00.0,41,5448,9,Promoter,41:46.0,10,40140,Good 
00:00.0,00:00.0,41,5448,9,Promoter,48:39.0,10,34769,pricing must be fixed 
00:00.0,00:00.0,41,7602,8,Passive,45:26.0,10,34770,it uses lots of data 
00:00.0,00:00.0,41,9725,10,Promoter,42:37.0,10,39977,Easy 
00:00.0,00:00.0,41,8551,9,Promoter,10:50.0,10,34919,it is useful 
00:00.0,00:00.0,41,8608,9,Promoter,37:17.0,10,36816,good 
00:00.0,00:00.0,41,11062,8,Passive,32:48.0,10,60758,some products not available 
00:00.0,00:00.0,41,7603,6,Detractor,44:43.0,10,41683,app is too slow recently 
00:00.0,00:00.0,41,8608,9,Promoter,03:10.0,10,37363,out of stock products 
00:00.0,00:00.0,41,8515,8,Passive,21:55.0,10,38334,it useful 
00:00.0,00:00.0,41,8515,8,Passive,08:39.0,10,39068,good 
00:00.0,00:00.0,41,8608,9,Promoter,01:47.0,10,41932,good 
00:00.0,00:00.0,41,9725,10,Promoter,25:01.0,10,41262,Easy 
00:00.0,00:00.0,41,14244,9,Promoter,53:41.0,10,75262,time saving
00:00.0,00:00.0,41,7971,9,Promoter,55:21.0,10,41679,fix pricing 
00:00.0,00:00.0,41,5448,9,Promoter,40:23.0,10,39282,nothing much 
00:00.0,00:00.0,41,14519,7,Passive,26:58.0,10,78169,no comments
00:00.0,00:00.0,41,7971,9,Promoter,00:43.0,10,42067,fix your pricing 
00:00.0,00:00.0,41,4207,9,Promoter,38:38.0,10,52273,good
00:00.0,00:00.0,41,14891,10,Promoter,33:46.0,10,79373,lov
00:00.0,00:00.0,41,14181,10,Promoter,58:28.0,10,82618,Good
00:00.0,00:00.0,41,14352,10,Promoter,01:29.0,10,76325,proper pricing 
00:00.0,00:00.0,41,5455,9,Promoter,34:22.0,10,78846,time saving
00:00.0,00:00.0,41,11275,8,Passive,58:37.0,10,59570,good 
00:00.0,00:00.0,41,11609,8,Passive,32:54.0,10,68019,useful 
00:00.0,00:00.0,41,5455,9,Promoter,39:32.0,10,85990,saving time
00:00.0,00:00.0,41,14290,5,Detractor,55:50.0,10,86394,some items get missing 
00:00.0,00:00.0,41,14352,10,Promoter,38:02.0,10,86743,more products 
00:00.0,00:00.0,41,5455,9,Promoter,48:05.0,10,76285,time saving
00:00.0,00:00.0,41,15851,7,Passive,45:13.0,10,83660,convinced 
00:00.0,00:00.0,41,5455,10,Promoter,45:52.0,10,84130,time saving
00:00.0,00:00.0,41,14396,9,Promoter,42:01.0,10,75745,love 
00:00.0,00:00.0,41,5455,8,Passive,33:02.0,10,88115,na
00:00.0,00:00.0,41,14390,10,Promoter,54:09.0,10,77600,good 
00:00.0,00:00.0,41,14390,10,Promoter,52:01.0,10,77349,good 
00:00.0,00:00.0,41,8219,6,Detractor,02:50.0,10,77900,na
00:00.0,00:00.0,41,14181,2,Detractor,01:06.0,10,74791,Ok
00:00.0,00:00.0,41,14244,9,Promoter,34:34.0,10,74825,it safes time
00:00.0,00:00.0,41,14390,10,Promoter,31:28.0,10,75727,Good 
00:00.0,00:00.0,41,14390,10,Promoter,36:03.0,10,76572,Good
00:00.0,00:00.0,41,5455,9,Promoter,37:16.0,10,76904,time saving
00:00.0,00:00.0,41,15366,10,Promoter,18:17.0,10,92996,perfect 
00:00.0,00:00.0,41,14602,10,Promoter,27:44.0,10,83598,Good 
00:00.0,00:00.0,41,14181,10,Promoter,05:32.0,10,83274,Good 
00:00.0,00:00.0,41,14355,9,Promoter,31:23.0,10,75503,it is good 
00:00.0,00:00.0,41,13627,9,Promoter,08:45.0,10,77331,time saving
00:00.0,00:00.0,41,15855,8,Passive,41:59.0,10,89961,na
00:00.0,00:00.0,41,14598,10,Promoter,54:27.0,10,77365,good
00:00.0,00:00.0,41,15851,7,Passive,51:49.0,10,84466,good 
00:00.0,00:00.0,41,14290,8,Passive,36:58.0,10,84477,none 
00:00.0,00:00.0,41,13589,8,Passive,20:48.0,10,94399,none 
00:00.0,00:00.0,41,14390,10,Promoter,48:55.0,10,78145,good
00:00.0,00:00.0,41,15366,10,Promoter,32:58.0,10,95568,perfect
00:00.0,00:00.0,41,4207,8,Passive,03:37.0,10,88377,na
00:00.0,00:00.0,41,14891,10,Promoter,30:17.0,10,81643,cool
00:00.0,00:00.0,41,16067,10,Promoter,02:09.0,10,84124,perfect
00:00.0,00:00.0,41,15366,10,Promoter,08:19.0,10,90551,p
00:00.0,00:00.0,41,15855,8,Passive,56:50.0,10,97089,delivery can take too long to come 
00:00.0,00:00.0,41,16327,8,Passive,29:19.0,10,85128,better price list 
00:00.0,00:00.0,41,15366,10,Promoter,12:42.0,10,84448,thanks
00:00.0,00:00.0,41,5455,9,Promoter,26:41.0,10,75695,time saving
00:00.0,00:00.0,41,13589,8,Passive,07:39.0,10,98962,cigarette 
00:00.0,00:00.0,41,14352,8,Passive,26:26.0,10,99330,only 
00:00.0,00:00.0,41,16557,8,Passive,37:18.0,10,86033,great
00:00.0,00:00.0,41,5455,9,Promoter,20:20.0,10,77117,time saving
00:00.0,00:00.0,88,7361,10,Promoter,16:54.0,3,19669,ninguna 
00:00.0,00:00.0,88,7387,10,Promoter,33:32.0,3,19750,porq si
00:00.0,00:00.0,88,7409,10,Promoter,18:18.0,3,19835,porq si
00:00.0,00:00.0,88,7400,10,Promoter,20:49.0,3,19895,si
00:00.0,00:00.0,88,7435,10,Promoter,38:24.0,3,20010,buen servicio
00:00.0,00:00.0,88,7486,10,Promoter,25:43.0,3,20154,buen servicio 
00:00.0,00:00.0,88,7530,10,Promoter,27:09.0,3,20232,buen servicio
00:00.0,00:00.0,88,7622,10,Promoter,35:40.0,3,21814,ok
00:00.0,00:00.0,88,7623,10,Promoter,48:15.0,3,20700,exelente
00:00.0,00:00.0,88,7641,10,Promoter,01:52.0,3,22126,okey
00:00.0,00:00.0,88,7692,10,Promoter,57:14.0,3,21225,ok
00:00.0,00:00.0,88,7441,10,Promoter,49:24.0,3,20007,muy buen servicio
00:00.0,00:00.0,88,7405,10,Promoter,36:55.0,3,20265,buen servicio
00:00.0,00:00.0,88,7379,10,Promoter,04:29.0,3,19700,porq si
00:00.0,00:00.0,88,7364,10,Promoter,36:38.0,3,19675,pprq si
00:00.0,00:00.0,88,7503,10,Promoter,13:57.0,3,20175,por buen servicio 
00:00.0,00:00.0,88,7997,10,Promoter,53:49.0,3,23113,facilidad 
00:00.0,00:00.0,88,7839,9,Promoter,10:08.0,3,23403,Buenos precios
00:00.0,00:00.0,88,7410,10,Promoter,33:25.0,3,20343,buen servicio 
00:00.0,00:00.0,88,7628,10,Promoter,03:23.0,3,20708,ok
00:00.0,00:00.0,88,7434,9,Promoter,22:09.0,3,20409,buen servicio
00:00.0,00:00.0,88,7412,10,Promoter,23:55.0,3,19851,porq si
00:00.0,00:00.0,88,8043,10,Promoter,47:00.0,3,23545,genial las pormociones
00:00.0,00:00.0,88,7891,10,Promoter,30:33.0,3,23579,los precios
00:00.0,00:00.0,88,7641,10,Promoter,02:07.0,3,20775,h
00:00.0,00:00.0,88,7884,10,Promoter,26:50.0,3,22255,es licor de confianza 
00:00.0,00:00.0,88,7367,10,Promoter,26:21.0,3,20012,buen servicio
00:00.0,00:00.0,88,7976,9,Promoter,42:05.0,3,22897,muy facil de manejar
00:00.0,00:00.0,88,7638,10,Promoter,04:26.0,3,22716,ecelente servicio
00:00.0,00:00.0,88,7459,10,Promoter,55:18.0,3,20070,por buen servicio 
00:00.0,00:00.0,88,8047,9,Promoter,13:06.0,3,23747,Muy clara la letra 
00:00.0,00:00.0,88,7686,10,Promoter,18:58.0,3,21175,.
00:00.0,00:00.0,88,7840,10,Promoter,16:46.0,3,23331,buenos precios
00:00.0,00:00.0,88,7371,10,Promoter,58:03.0,3,20087,por buen servicio
00:00.0,00:00.0,88,7686,9,Promoter,09:46.0,3,23376,excelente 
00:00.0,00:00.0,88,7833,10,Promoter,01:50.0,3,24549,fscil acceso 
00:00.0,00:00.0,88,8060,10,Promoter,10:01.0,3,23759,:)
00:00.0,00:00.0,88,8045,10,Promoter,13:29.0,3,23567,ok
00:00.0,00:00.0,88,8001,7,Passive,31:56.0,3,24145,muy bueno
00:00.0,00:00.0,88,7884,10,Promoter,58:32.0,3,24309,cumplidos 
00:00.0,00:00.0,88,7906,10,Promoter,27:32.0,3,24359,buenos precios 
00:00.0,00:00.0,88,7839,9,Promoter,41:40.0,3,24968,Buen servicio buenos precios
00:00.0,00:00.0,88,8145,10,Promoter,37:54.0,3,24459,buenas pormpciones
00:00.0,00:00.0,88,7635,10,Promoter,21:48.0,3,20770,n
00:00.0,00:00.0,88,8060,9,Promoter,35:54.0,3,25400,Monster
00:00.0,00:00.0,88,8015,10,Promoter,19:51.0,3,24777,super bien
00:00.0,00:00.0,88,7977,10,Promoter,37:31.0,3,22915,Buena 
00:00.0,00:00.0,88,8044,10,Promoter,06:06.0,3,25437,Muy buen servicio 
00:00.0,00:00.0,88,7679,10,Promoter,03:37.0,3,24945,ojo 
00:00.0,00:00.0,88,7623,10,Promoter,07:21.0,3,26214,ok
00:00.0,00:00.0,88,7579,10,Promoter,17:13.0,3,23760,??
00:00.0,00:00.0,88,7976,9,Promoter,45:37.0,3,24462,es facil pedir
00:00.0,00:00.0,88,8146,10,Promoter,06:17.0,3,24587,excelente servicio
00:00.0,00:00.0,88,7623,10,Promoter,14:38.0,3,24762,ok
00:00.0,00:00.0,88,7584,10,Promoter,37:23.0,3,25949,a
00:00.0,00:00.0,88,7628,10,Promoter,44:24.0,3,23680,buen servicio 
00:00.0,00:00.0,88,7881,10,Promoter,12:49.0,3,22184,"Es muy buena por las promociones, excelente idea "
00:00.0,00:00.0,88,7692,10,Promoter,21:10.0,3,26049,ok
00:00.0,00:00.0,88,8064,10,Promoter,05:27.0,3,23795,muy buenas promociones gracias 
00:00.0,00:00.0,88,8044,9,Promoter,17:12.0,3,23797,ok
00:00.0,00:00.0,88,7834,10,Promoter,31:55.0,3,25328,Buenos 
00:00.0,00:00.0,88,8490,8,Passive,44:24.0,3,29212,buekos precios y cumplirls 
00:00.0,00:00.0,88,7799,10,Promoter,33:45.0,3,25487,ok
00:00.0,00:00.0,88,8630,8,Passive,08:46.0,3,29293,muy buena 
00:00.0,00:00.0,88,7692,10,Promoter,02:41.0,3,24499,ok
00:00.0,00:00.0,88,7638,10,Promoter,20:50.0,3,26267,ok
00:00.0,00:00.0,88,7976,8,Passive,37:37.0,3,29427,buen servicio 
00:00.0,00:00.0,88,7809,10,Promoter,53:07.0,3,23255,ok
00:00.0,00:00.0,88,8653,10,Promoter,58:39.0,3,29255,buena atención 
00:00.0,00:00.0,88,7834,10,Promoter,03:29.0,3,23420,Ok 
00:00.0,00:00.0,88,8204,9,Promoter,20:08.0,3,25150,si
00:00.0,00:00.0,88,7640,9,Promoter,00:39.0,3,29731,excelente servicio 
00:00.0,00:00.0,88,8146,10,Promoter,02:30.0,3,26123,por qué es un excelente servicio
00:00.0,00:00.0,88,7641,10,Promoter,36:55.0,3,26130,Ecxente q llegue el mismo dia 
00:00.0,00:00.0,88,7809,10,Promoter,57:27.0,3,29370,ok
00:00.0,00:00.0,88,8097,10,Promoter,51:08.0,3,29458,bien
00:00.0,00:00.0,88,8015,10,Promoter,23:12.0,3,29420,poq si
00:00.0,00:00.0,88,7974,10,Promoter,49:36.0,3,26323,buenoo
00:00.0,00:00.0,88,7641,10,Promoter,19:30.0,3,23837,a
00:00.0,00:00.0,88,7623,9,Promoter,32:01.0,3,29519,o
00:00.0,00:00.0,88,8233,10,Promoter,38:24.0,3,25503,ok
00:00.0,00:00.0,88,7881,10,Promoter,32:11.0,3,29829,Es buena
00:00.0,00:00.0,88,7884,10,Promoter,19:50.0,3,29538,buen servicio 
00:00.0,00:00.0,88,8080,10,Promoter,36:52.0,3,29587,n
00:00.0,00:00.0,88,8809,8,Passive,38:18.0,3,29897,buen servicio y precio 
00:00.0,00:00.0,88,7832,10,Promoter,44:28.0,3,30346,porq si
00:00.0,00:00.0,88,7679,10,Promoter,53:41.0,3,30073,hola buenos días 
00:00.0,00:00.0,88,7833,10,Promoter,43:42.0,3,30380,excelente servicio 
00:00.0,00:00.0,88,8001,7,Passive,43:26.0,3,29885,bueno pero hay mucho faltante 
00:00.0,00:00.0,88,8943,10,Promoter,36:16.0,3,30774,porq si
00:00.0,00:00.0,88,8056,9,Promoter,32:33.0,3,30873,buenos productos y precios
00:00.0,00:00.0,88,8146,10,Promoter,07:31.0,3,30992,por qué tienen un excelente servicio 
00:00.0,00:00.0,88,8828,10,Promoter,34:40.0,3,31274,buen servicio 
00:00.0,00:00.0,88,8231,10,Promoter,38:01.0,3,25478,ok
00:00.0,00:00.0,88,7882,10,Promoter,32:50.0,3,31728,...
00:00.0,00:00.0,88,8872,10,Promoter,14:59.0,3,30465,muy buen servicio 
00:00.0,00:00.0,88,8865,6,Detractor,53:39.0,3,31959,la app no es muy amigable y rapida 
00:00.0,00:00.0,88,8829,5,Detractor,03:55.0,3,32045,muy demorado para hacer un pedido 
00:00.0,00:00.0,88,8935,10,Promoter,02:08.0,3,30728,porq si
00:00.0,00:00.0,88,8338,10,Promoter,00:24.0,3,31048,su cumplimiento en las entregas la atebcion por WhatsApp y oo entregadores es muy buena 
00:00.0,00:00.0,41,15366,10,Promoter,45:31.0,10,99865,p
00:00.0,00:00.0,41,17841,9,Promoter,16:23.0,10,100547,easy to use
00:00.0,00:00.0,41,5455,9,Promoter,25:31.0,10,77871,saving time
00:00.0,00:00.0,41,15855,10,Promoter,41:48.0,10,94794,none 
00:00.0,00:00.0,41,17845,10,Promoter,23:02.0,10,102169,pls add cappy 2it in your list pls 
00:00.0,00:00.0,41,15366,10,Promoter,12:08.0,10,94805,0
00:00.0,00:00.0,41,14352,8,Passive,09:23.0,10,98702,please 
00:00.0,00:00.0,41,8219,8,Passive,13:36.0,10,79558,na
00:00.0,00:00.0,41,14519,1,Detractor,04:22.0,10,79890,mix order
00:00.0,00:00.0,41,17845,10,Promoter,33:11.0,10,96284,great app 
00:00.0,00:00.0,41,14891,10,Promoter,19:10.0,10,80611,love ut
00:00.0,00:00.0,41,15366,10,Promoter,29:34.0,10,99316,p
00:00.0,00:00.0,41,4207,9,Promoter,04:20.0,10,89258,good app
00:00.0,00:00.0,41,14181,10,Promoter,13:30.0,10,89899,company
00:00.0,00:00.0,41,17205,6,Detractor,50:23.0,10,97870,Product listing is not accurate
00:00.0,00:00.0,41,16383,8,Passive,19:08.0,10,102914,g
00:00.0,00:00.0,41,5455,9,Promoter,38:01.0,10,85088,happy with app
00:00.0,00:00.0,41,16383,9,Promoter,02:40.0,10,98338,add cigarettes 
00:00.0,00:00.0,41,15366,10,Promoter,44:20.0,10,104184,0
00:00.0,00:00.0,41,17205,6,Detractor,08:26.0,10,106882,Product listing is not accurate 
00:00.0,00:00.0,41,18056,6,Detractor,13:28.0,10,101622,Products are not all listed
00:00.0,00:00.0,41,13470,10,Promoter,55:16.0,10,103362,great
00:00.0,00:00.0,41,15368,10,Promoter,33:10.0,10,108085,excellent
00:00.0,00:00.0,41,14352,8,Passive,53:03.0,10,96983,please 
00:00.0,00:00.0,41,17556,4,Detractor,44:02.0,10,95559,p
00:00.0,00:00.0,41,15368,5,Detractor,27:14.0,10,107204,Good
00:00.0,00:00.0,41,14516,1,Detractor,44:12.0,10,107628,good
00:00.0,00:00.0,41,15656,9,Promoter,32:46.0,10,95595,None 
00:00.0,00:00.0,41,15368,10,Promoter,06:41.0,10,108789,good
00:00.0,00:00.0,41,13470,10,Promoter,47:15.0,10,107606,good
00:00.0,00:00.0,41,17845,10,Promoter,49:30.0,10,97955,w
00:00.0,00:00.0,41,18156,8,Passive,36:50.0,10,107811,no connect
00:00.0,00:00.0,41,16955,10,Promoter,06:12.0,10,97316,not complete 
00:00.0,00:00.0,41,15366,10,Promoter,45:20.0,10,97331,perfect
00:00.0,00:00.0,41,15502,8,Passive,17:07.0,10,89971,delivery 
00:00.0,00:00.0,41,17845,10,Promoter,26:06.0,10,104672,pls add 2it returnable and cappy in your list  pls 
00:00.0,00:00.0,41,17399,10,Promoter,04:41.0,10,98669,good 
00:00.0,00:00.0,41,13470,10,Promoter,26:44.0,10,100536,great 
00:00.0,00:00.0,41,18134,8,Passive,23:17.0,10,100575,no 1818
00:00.0,00:00.0,41,18709,10,Promoter,43:37.0,10,110907,nom 
00:00.0,00:00.0,41,18709,10,Promoter,47:09.0,10,110907,today
00:00.0,00:00.0,41,14349,10,Promoter,58:27.0,10,111002,Add more product
00:00.0,00:00.0,41,17845,10,Promoter,45:27.0,10,101928,happy 2it returnable pls
00:00.0,00:00.0,41,18260,10,Promoter,28:04.0,10,115942,good
00:00.0,00:00.0,41,13470,10,Promoter,49:55.0,10,117095,non
00:00.0,00:00.0,41,17845,10,Promoter,11:45.0,10,103342,PLEASE ADD CAPPY 2LT IN YOUR STOCK PLS 
00:00.0,00:00.0,41,14603,7,Passive,48:37.0,10,95583,good
00:00.0,00:00.0,41,15855,10,Promoter,43:26.0,10,112959,None 
00:00.0,00:00.0,41,15366,10,Promoter,22:42.0,10,108441,0
00:00.0,00:00.0,41,15366,10,Promoter,21:32.0,10,108441,p
00:00.0,00:00.0,41,15727,8,Passive,01:14.0,10,112991,easy to use
00:00.0,00:00.0,41,17742,9,Promoter,55:09.0,10,106320,bottle count to be excluded 
00:00.0,00:00.0,41,16564,1,Detractor,05:53.0,10,109016,Ur invoice prices dnt correspond to the app prices 
00:00.0,00:00.0,41,17742,10,Promoter,47:41.0,10,106320,convenient 
00:00.0,00:00.0,41,15855,8,Passive,12:38.0,10,97873,cigarettes 
00:00.0,00:00.0,41,16570,10,Promoter,25:40.0,10,120485,non
00:00.0,00:00.0,41,18017,8,Passive,00:46.0,10,99009,cigarettes
00:00.0,00:00.0,41,17742,6,Detractor,49:40.0,10,105872,products not complete 
00:00.0,00:00.0,41,15727,8,Passive,51:43.0,10,105887,easy to use
00:00.0,00:00.0,41,13470,10,Promoter,51:06.0,10,114895,good
00:00.0,00:00.0,41,15366,10,Promoter,19:56.0,10,118334,h
00:00.0,00:00.0,41,15727,8,Passive,41:10.0,10,105887,easy to use
00:00.0,00:00.0,41,18227,8,Passive,24:53.0,10,105940,easy to use
00:00.0,00:00.0,41,18056,8,Passive,08:14.0,10,108826,easy to use 
00:00.0,00:00.0,41,16955,10,Promoter,11:59.0,10,109146,easy app
00:00.0,00:00.0,41,15366,10,Promoter,06:07.0,10,123794,0
00:00.0,00:00.0,41,13470,10,Promoter,25:09.0,10,109397,great 
00:00.0,00:00.0,41,14442,10,Promoter,48:08.0,10,109160,company 
00:00.0,00:00.0,41,15368,10,Promoter,16:47.0,10,109765,Im happy with the app so far
00:00.0,00:00.0,41,17742,9,Promoter,29:34.0,10,112510,easy to use 
00:00.0,00:00.0,41,17845,10,Promoter,42:18.0,10,110891,pls add cappy in your list pls 
00:00.0,00:00.0,41,13470,10,Promoter,31:16.0,10,125047,no
00:00.0,00:00.0,41,15855,10,Promoter,42:41.0,10,120062,No 
00:00.0,00:00.0,41,13470,10,Promoter,44:09.0,10,125051,nope
00:00.0,00:00.0,41,13589,9,Promoter,26:41.0,10,120862,Non 
00:00.0,00:00.0,41,15366,10,Promoter,09:34.0,10,120896,p
00:00.0,00:00.0,41,15368,8,Passive,11:21.0,10,125501,no comment
00:00.0,00:00.0,41,16955,5,Detractor,12:44.0,10,111184,make it easier for access 
00:00.0,00:00.0,41,15366,10,Promoter,54:51.0,10,128923,0
00:00.0,00:00.0,41,19370,10,Promoter,50:57.0,10,113461,non
00:00.0,00:00.0,41,18271,10,Promoter,43:08.0,10,117082,late coming of delivery 
00:00.0,00:00.0,41,20828,6,Detractor,38:17.0,10,127959,no castle double malt
00:00.0,00:00.0,41,16070,9,Promoter,04:22.0,10,118319,No bad
00:00.0,00:00.0,41,14598,9,Promoter,47:15.0,10,130727,no
00:00.0,00:00.0,41,13470,10,Promoter,36:13.0,10,128859,good
00:00.0,00:00.0,41,16067,10,Promoter,00:00.0,10,127078,No
00:00.0,00:00.0,41,16566,7,Passive,22:27.0,10,104693,i
00:00.0,00:00.0,41,13470,10,Promoter,54:53.0,10,131136,good
00:00.0,00:00.0,41,16955,10,Promoter,15:06.0,10,114547,non
00:00.0,00:00.0,41,15855,10,Promoter,42:24.0,10,128418,None 
00:00.0,00:00.0,41,18271,7,Passive,20:20.0,10,119369,delivery its late in most of the time
00:00.0,00:00.0,41,20878,5,Detractor,47:57.0,10,128467,slow delivery
00:00.0,00:00.0,41,15855,10,Promoter,05:01.0,10,115883,None 
00:00.0,00:00.0,41,13470,10,Promoter,29:36.0,10,105898,nicely 
00:00.0,00:00.0,41,15366,10,Promoter,55:44.0,10,131214,nonsense
00:00.0,00:00.0,41,19370,10,Promoter,03:14.0,10,118579,easy 
00:00.0,00:00.0,41,18134,9,Promoter,08:26.0,10,120559,none 
00:00.0,00:00.0,41,15366,10,Promoter,10:18.0,10,106866,p
00:00.0,00:00.0,41,15366,10,Promoter,20:04.0,10,106866,p
00:00.0,00:00.0,41,14442,9,Promoter,49:56.0,10,107719,Easy to use
00:00.0,00:00.0,88,8942,10,Promoter,10:28.0,3,30762,coolll
00:00.0,00:00.0,88,9150,9,Promoter,59:28.0,3,32178,super 
00:00.0,00:00.0,88,8651,9,Promoter,29:37.0,3,31133,ok
00:00.0,00:00.0,88,8424,10,Promoter,04:20.0,3,26378,Me parece bueno el servicio
00:00.0,00:00.0,88,8722,10,Promoter,25:47.0,3,30855,bien servicio 
00:00.0,00:00.0,88,8060,7,Passive,50:42.0,3,29431,práctica 
00:00.0,00:00.0,88,7839,10,Promoter,58:50.0,3,29300,Buenos precios servicio y productos
00:00.0,00:00.0,88,8044,10,Promoter,46:34.0,3,29465,si
00:00.0,00:00.0,88,8656,10,Promoter,59:02.0,3,29400,Super atención al clientes 
00:00.0,00:00.0,88,7834,10,Promoter,47:32.0,3,31053,buen servicio 
00:00.0,00:00.0,88,7692,10,Promoter,32:52.0,3,29506,ok
00:00.0,00:00.0,88,8490,9,Promoter,19:32.0,3,31121,buen servicio 
00:00.0,00:00.0,88,7611,7,Passive,45:10.0,3,29457,.
00:00.0,00:00.0,88,8849,10,Promoter,27:04.0,3,31130,super
00:00.0,00:00.0,88,8146,10,Promoter,35:19.0,3,29565,por qué tienen un excelente servicio y son muy amables 
00:00.0,00:00.0,88,7799,10,Promoter,20:28.0,3,29525,ok
00:00.0,00:00.0,88,7834,10,Promoter,20:23.0,3,29608,no
00:00.0,00:00.0,88,9252,10,Promoter,00:14.0,3,33046,muy bueno
00:00.0,00:00.0,88,8060,7,Passive,51:33.0,3,31967,y
00:00.0,00:00.0,88,8064,10,Promoter,15:14.0,3,33449,Si 
00:00.0,00:00.0,88,8749,8,Passive,20:39.0,3,29435,buen servicio 
00:00.0,00:00.0,88,8517,10,Promoter,56:12.0,3,30142,Buenos precios 
00:00.0,00:00.0,88,8585,10,Promoter,55:19.0,3,32000,si
00:00.0,00:00.0,88,8586,1,Detractor,21:59.0,3,29586,no deja montar pedidos por estar preguntando recomendaciones de la app
00:00.0,00:00.0,88,8651,9,Promoter,28:47.0,3,29145,super
00:00.0,00:00.0,88,7702,10,Promoter,25:05.0,3,33496,ok
00:00.0,00:00.0,88,7977,10,Promoter,10:06.0,3,29822,muy buen servicio
00:00.0,00:00.0,88,7584,10,Promoter,42:44.0,3,29211,excelente servicio
00:00.0,00:00.0,88,7882,10,Promoter,24:16.0,3,29818,biwn servicio 
00:00.0,00:00.0,88,8232,10,Promoter,46:21.0,3,32298,porq si
00:00.0,00:00.0,88,8872,10,Promoter,30:55.0,3,32334,????
00:00.0,00:00.0,88,8056,9,Promoter,59:30.0,3,29294,"buen servicio, buenos productos"
00:00.0,00:00.0,88,8865,10,Promoter,48:51.0,3,30136,super
00:00.0,00:00.0,88,8204,10,Promoter,36:19.0,3,32739,Muy buen servicio 
00:00.0,00:00.0,88,8536,9,Promoter,56:06.0,3,33782,súper 
00:00.0,00:00.0,88,8034,10,Promoter,43:05.0,3,29430,buena
00:00.0,00:00.0,88,8757,9,Promoter,29:45.0,3,30343,ok
00:00.0,00:00.0,88,7702,10,Promoter,23:50.0,3,29460,ok
00:00.0,00:00.0,88,8491,10,Promoter,39:39.0,3,29528,excelente atencion al cliente 
00:00.0,00:00.0,88,7704,10,Promoter,11:03.0,3,33707,ok
00:00.0,00:00.0,88,8776,10,Promoter,56:06.0,3,29545,el servico como la pagina exelente 
00:00.0,00:00.0,88,7638,10,Promoter,40:00.0,3,33709,puntualidad
00:00.0,00:00.0,88,8931,10,Promoter,29:31.0,3,34082,porq si
00:00.0,00:00.0,88,7635,10,Promoter,23:45.0,3,29564,buen servicio 
